tx_name	gene_id	chrom	strand	nexon	tx_len	cds_len	utr5_len	utr3_len	db_xref	exception	experiment	gbkey	gene	gene_biotype	inference	locus_tag	product	protein_id	transcript_biotype
XM_017048803.3	LOC107992752	NC_083852.1	-	3	1512	552	515	445	GeneID:107992752		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992752	protein_coding				XP_016904292.1	mRNA
XM_062083273.1	LOC107992752	NC_083852.1	-	3	1619	552	622	445	GeneID:107992752		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992752	protein_coding				XP_061939257.1	mRNA
XM_062083228.1	LOC107992751	NC_083852.1	-	2	1112	621	337	154	GeneID:107992751		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992751	protein_coding				XP_061939212.1	mRNA
XM_062083234.1	LOC107992751	NC_083852.1	-	2	1124	621	349	154	GeneID:107992751		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992751	protein_coding				XP_061939218.1	mRNA
XM_062083239.1	LOC107992751	NC_083852.1	-	2	1213	621	438	154	GeneID:107992751		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992751	protein_coding				XP_061939223.1	mRNA
XM_017048800.3	LOC107992751	NC_083852.1	-	1	2060	750	1156	154	GeneID:107992751		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992751	protein_coding				XP_016904289.1	mRNA
XM_062083200.1	LOC107992815	NC_083852.1	-	6	4129	1290	309	2530	GeneID:107992815		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992815	protein_coding				XP_061939184.1	mRNA
XM_062083189.1	LOC107992815	NC_083852.1	-	7	4261	1515	216	2530	GeneID:107992815		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992815	protein_coding				XP_061939173.1	mRNA
XM_062083181.1	LOC107992815	NC_083852.1	-	7	4291	1515	246	2530	GeneID:107992815		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992815	protein_coding				XP_061939165.1	mRNA
XM_062083194.1	LOC107992815	NC_083852.1	-	7	4310	1515	265	2530	GeneID:107992815		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992815	protein_coding				XP_061939178.1	mRNA
XM_028664267.2	LOC107992815	NC_083852.1	-	7	4340	1515	295	2530	GeneID:107992815		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992815	protein_coding				XP_028520068.1	mRNA
XM_017048895.3	LOC107992815	NC_083852.1	-	6	4410	1386	494	2530	GeneID:107992815		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992815	protein_coding				XP_016904384.1	mRNA
XM_017048893.2	LOC107992814	NC_083852.1	+	11	3092	2064	831	197	GeneID:107992814		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992814	protein_coding				XP_016904382.2	mRNA
XM_062083378.1	LOC107992814	NC_083852.1	+	12	2706	2064	445	197	GeneID:107992814		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992814	protein_coding				XP_061939362.1	mRNA
XM_062083382.1	LOC107992814	NC_083852.1	+	12	2591	2064	330	197	GeneID:107992814		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992814	protein_coding				XP_061939366.1	mRNA
XM_062083371.1	LOC107992814	NC_083852.1	+	11	2487	2064	226	197	GeneID:107992814		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992814	protein_coding				XP_061939355.1	mRNA
XM_028664265.2	LOC107992814	NC_083852.1	+	10	2311	1938	176	197	GeneID:107992814		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992814	protein_coding				XP_028520066.1	mRNA
XM_028664266.2	LOC107992814	NC_083852.1	+	9	2268	1887	184	197	GeneID:107992814		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992814	protein_coding				XP_028520067.1	mRNA
XM_062083313.1	LOC114576842	NC_083852.1	-	5	4928	4062	126	740	GeneID:114576842		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC114576842	protein_coding				XP_061939297.1	mRNA
XM_062083305.1	LOC107992710	NC_083852.1	-	5	6316	5682	160	474	GeneID:107992710		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992710	protein_coding				XP_061939289.1	mRNA
XM_017048948.3	LOC107992845	NC_083852.1	-	4	713	537	98	78	GeneID:107992845		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992845	protein_coding				XP_016904437.1	mRNA
XM_017048949.3	LOC107992845	NC_083852.1	-	4	703	534	91	78	GeneID:107992845		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992845	protein_coding				XP_016904438.1	mRNA
XM_062083455.1	LOC107992845	NC_083852.1	-	3	780	552	91	137	GeneID:107992845		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992845	protein_coding				XP_061939439.1	mRNA
XM_062083344.1	LOC107992861	NC_083852.1	-	7	7316	2136	1825	3355	GeneID:107992861		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992861	protein_coding				XP_061939328.1	mRNA
XM_062083332.1	LOC107992861	NC_083852.1	-	8	6544	2136	1053	3355	GeneID:107992861		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992861	protein_coding				XP_061939316.1	mRNA
XM_062083321.1	LOC107992861	NC_083852.1	-	7	6623	2136	1132	3355	GeneID:107992861		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992861	protein_coding				XP_061939305.1	mRNA
XM_028664282.2	LOC107992861	NC_083852.1	-	8	6867	2136	1376	3355	GeneID:107992861		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992861	protein_coding				XP_028520083.2	mRNA
XM_062083337.1	LOC107992861	NC_083852.1	-	7	7009	2136	1518	3355	GeneID:107992861		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992861	protein_coding				XP_061939321.1	mRNA
XM_028664284.2	LOC107992861	NC_083852.1	-	6	5879	2103	421	3355	GeneID:107992861		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992861	protein_coding				XP_028520085.2	mRNA
XR_009832309.1	LOC107992862	NC_083852.1	+	3	2284	0	0	0	GeneID:107992862		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992862	lncRNA					lnc_RNA
XR_009832303.1	LOC107992862	NC_083852.1	+	2	2421	0	0	0	GeneID:107992862		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992862	lncRNA					lnc_RNA
XR_009832312.1	LOC107992862	NC_083852.1	+	4	2200	0	0	0	GeneID:107992862		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992862	lncRNA					lnc_RNA
XR_009832311.1	LOC107992862	NC_083852.1	+	4	2204	0	0	0	GeneID:107992862		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992862	lncRNA					lnc_RNA
XR_009832310.1	LOC107992862	NC_083852.1	+	4	1673	0	0	0	GeneID:107992862		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992862	lncRNA					lnc_RNA
XR_009832308.1	LOC107992862	NC_083852.1	+	4	1668	0	0	0	GeneID:107992862		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992862	lncRNA					lnc_RNA
XR_009832307.1	LOC107992862	NC_083852.1	+	4	2249	0	0	0	GeneID:107992862		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992862	lncRNA					lnc_RNA
XR_009832305.1	LOC107992862	NC_083852.1	+	3	2330	0	0	0	GeneID:107992862		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992862	lncRNA					lnc_RNA
XR_009832306.1	LOC107992862	NC_083852.1	+	4	2252	0	0	0	GeneID:107992862		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992862	lncRNA					lnc_RNA
XR_001764995.3	LOC107992862	NC_083852.1	+	5	1863	0	0	0	GeneID:107992862		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992862	lncRNA					lnc_RNA
XM_062083400.1	LOC107992782	NC_083852.1	+	12	2723	1932	15	776	GeneID:107992782		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992782	protein_coding				XP_061939384.1	mRNA
XM_062083419.1	LOC107992782	NC_083852.1	+	11	2631	1827	15	789	GeneID:107992782		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992782	protein_coding				XP_061939403.1	mRNA
XM_062083416.1	LOC107992782	NC_083852.1	+	12	1984	1830	15	139	GeneID:107992782			mRNA	LOC107992782	protein_coding				XP_061939400.1	mRNA
XM_062083412.1	LOC107992782	NC_083852.1	+	11	2521	1830	15	676	GeneID:107992782		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992782	protein_coding				XP_061939396.1	mRNA
XM_062083404.1	LOC107992782	NC_083852.1	+	12	2119	1830	15	274	GeneID:107992782		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992782	protein_coding				XP_061939388.1	mRNA
XM_062083421.1	LOC107992782	NC_083852.1	+	11	3464	1764	15	1685	GeneID:107992782		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992782	protein_coding				XP_061939405.1	mRNA
XM_062083428.1	LOC107992782	NC_083852.1	+	12	2700	1731	193	776	GeneID:107992782		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992782	protein_coding				XP_061939412.1	mRNA
XM_062083446.1	LOC107992782	NC_083852.1	+	11	2573	1626	158	789	GeneID:107992782		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992782	protein_coding				XP_061939430.1	mRNA
XM_062083439.1	LOC107992782	NC_083852.1	+	12	2061	1629	158	274	GeneID:107992782		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992782	protein_coding				XP_061939423.1	mRNA
XM_062083447.1	LOC107992782	NC_083852.1	+	11	3406	1563	158	1685	GeneID:107992782		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992782	protein_coding				XP_061939431.1	mRNA
XR_003696340.2	LOC107992784	NC_083852.1	-	3	3092	0	0	0	GeneID:107992784		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992784	lncRNA					lnc_RNA
XM_062083449.1	LOC108003952	NC_083852.1	+	8	2390	1650	386	354	GeneID:108003952		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108003952	protein_coding				XP_061939433.1	mRNA
XM_062083448.1	LOC108003952	NC_083852.1	+	8	2298	1665	279	354	GeneID:108003952		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108003952	protein_coding				XP_061939432.1	mRNA
XR_001766652.3	LOC108001131	NC_083852.1	+	2	11592	0	0	0	GeneID:108001131		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC108001131	lncRNA					lnc_RNA
XR_009828782.1	LOC133665651	NC_083852.1	+	2	1508	0	0	0	GeneID:133665651		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665651	lncRNA					lnc_RNA
XR_009828783.1	LOC133665651	NC_083852.1	+	3	1356	0	0	0	GeneID:133665651		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665651	lncRNA					lnc_RNA
XR_009832316.1	LOC107992785	NC_083852.1	-	7	4574	0	0	0	GeneID:107992785		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992785	lncRNA			uncharacterized LOC107992785, transcript variant X3		lnc_RNA
XR_009832315.1	LOC107992785	NC_083852.1	-	6	7771	0	0	0	GeneID:107992785		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992785	lncRNA			uncharacterized LOC107992785, transcript variant X2		lnc_RNA
XR_009832314.1	LOC107992785	NC_083852.1	-	6	7778	0	0	0	GeneID:107992785		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992785	lncRNA			uncharacterized LOC107992785, transcript variant X1		lnc_RNA
XR_009832329.1	LOC107992867	NC_083852.1	+	5	6305	0	0	0	GeneID:107992867		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992867	lncRNA					lnc_RNA
XR_009832330.1	LOC107992867	NC_083852.1	+	4	2174	0	0	0	GeneID:107992867			ncRNA	LOC107992867	lncRNA					lnc_RNA
XM_062083519.1	LOC107992869	NC_083852.1	-	4	2677	798	267	1612	GeneID:107992869		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992869	protein_coding				XP_061939503.1	mRNA
XM_062083517.1	LOC107992869	NC_083852.1	-	3	2754	840	302	1612	GeneID:107992869		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992869	protein_coding				XP_061939501.1	mRNA
XR_009832345.1	LOC133667154	NC_083852.1	-	2	868	0	0	0	GeneID:133667154		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133667154	lncRNA					lnc_RNA
XM_028664338.2	LOC107992818	NC_083852.1	+	5	2498	612	430	1456	GeneID:107992818		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992818	protein_coding				XP_028520139.1	mRNA
XM_062083531.1	LOC107992818	NC_083852.1	+	6	2808	612	740	1456	GeneID:107992818		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992818	protein_coding				XP_061939515.1	mRNA
XR_001764983.3	LOC107992801	NC_083852.1	-	2	1618	0	0	0	GeneID:107992801		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992801	lncRNA					lnc_RNA
XR_001764984.3	LOC107992802	NC_083852.1	-	2	1409	0	0	0	GeneID:107992802		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992802	lncRNA					lnc_RNA
XR_009832342.1	LOC107992802	NC_083852.1	-	2	882	0	0	0	GeneID:107992802		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992802	lncRNA					lnc_RNA
XR_001764950.3	LOC107992736	NC_083852.1	-	3	4176	0	0	0	GeneID:107992736		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992736	lncRNA					lnc_RNA
XR_009832346.1	LOC107992821	NC_083852.1	-	2	875	0	0	0	GeneID:107992821		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992821	lncRNA					lnc_RNA
XR_009832331.1	LOC107992819	NC_083852.1	-	5	3962	0	0	0	GeneID:107992819		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992819	lncRNA					lnc_RNA
XR_009832332.1	LOC107992819	NC_083852.1	-	6	4106	0	0	0	GeneID:107992819		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107992819	lncRNA					lnc_RNA
XR_009832341.1	LOC133667151	NC_083852.1	-	3	1135	0	0	0	GeneID:133667151			ncRNA	LOC133667151	lncRNA					lnc_RNA
XM_017048988.3	LOC107992872	NC_083852.1	+	7	3310	2385	427	498	GeneID:107992872		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992872	protein_coding				XP_016904477.2	mRNA
XM_017048776.3	LOC107992731	NC_083852.1	+	5	3067	1776	167	1124	GeneID:107992731		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992731	protein_coding				XP_016904265.2	mRNA
XR_009832357.1	LOC107992841	NC_083852.1	-	7	2100	0	0	0	GeneID:107992841			misc_RNA	LOC107992841	protein_coding					transcript
XM_028664352.2	LOC107992841	NC_083852.1	-	7	1447	1176	250	21	GeneID:107992841		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992841	protein_coding				XP_028520153.1	mRNA
XM_062083652.1	LOC107992841	NC_083852.1	-	8	2255	1350	884	21	GeneID:107992841		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992841	protein_coding				XP_061939636.1	mRNA
XM_017048939.3	LOC107992841	NC_083852.1	-	7	1455	1299	135	21	GeneID:107992841		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992841	protein_coding				XP_016904428.1	mRNA
XM_017048944.3	LOC107992841	NC_083852.1	-	6	1758	918	819	21	GeneID:107992841		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992841	protein_coding				XP_016904433.1	mRNA
XM_017048942.3	LOC107992841	NC_083852.1	-	7	1956	1116	819	21	GeneID:107992841		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992841	protein_coding				XP_016904431.1	mRNA
XM_017048941.3	LOC107992841	NC_083852.1	-	6	1992	1152	819	21	GeneID:107992841		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992841	protein_coding				XP_016904430.1	mRNA
XM_017048938.3	LOC107992841	NC_083852.1	-	7	2190	1350	819	21	GeneID:107992841		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992841	protein_coding				XP_016904427.1	mRNA
XM_017048940.3	LOC107992841	NC_083852.1	-	6	2290	1152	819	319	GeneID:107992841		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992841	protein_coding				XP_016904429.1	mRNA
XM_028664354.2	LOC107992843	NC_083852.1	+	5	991	498	320	173	GeneID:107992843		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992843	protein_coding				XP_028520155.2	mRNA
XM_017048733.3	LOC107992708	NC_083852.1	+	4	886	738	0	148	GeneID:107992708		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992708	protein_coding				XP_016904222.1	mRNA
XM_062083616.1	LOC107992824	NC_083852.1	+	5	1979	1566	198	215	GeneID:107992824		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992824	protein_coding				XP_061939600.1	mRNA
XM_062083621.1	LOC107992824	NC_083852.1	+	5	1970	1557	198	215	GeneID:107992824		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992824	protein_coding				XP_061939605.1	mRNA
XM_062083632.1	LOC107992824	NC_083852.1	+	5	1813	1359	239	215	GeneID:107992824		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992824	protein_coding				XP_061939616.1	mRNA
XM_062083625.1	LOC107992824	NC_083852.1	+	8	2153	1485	453	215	GeneID:107992824		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992824	protein_coding				XP_061939609.1	mRNA
XM_062083623.1	LOC107992824	NC_083852.1	+	8	2144	1485	444	215	GeneID:107992824		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992824	protein_coding				XP_061939607.1	mRNA
XM_062083629.1	LOC107992824	NC_083852.1	+	6	2000	1485	300	215	GeneID:107992824		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992824	protein_coding				XP_061939613.1	mRNA
XM_062083766.1	LOC107992826	NC_083852.1	-	3	1767	516	923	328	GeneID:107992826		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992826	protein_coding				XP_061939750.1	mRNA
XM_017048904.3	LOC107992826	NC_083852.1	-	4	1381	516	537	328	GeneID:107992826		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992826	protein_coding				XP_016904393.2	mRNA
XM_017048903.3	LOC107992826	NC_083852.1	-	4	1415	516	571	328	GeneID:107992826		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992826	protein_coding				XP_016904392.2	mRNA
XR_009832364.1	LOC107992729	NC_083852.1	-	5	3223	0	0	0	GeneID:107992729		COORDINATES: polyA evidence [ECO:0006239]	misc_RNA	LOC107992729	protein_coding					transcript
XR_009832361.1	LOC107992729	NC_083852.1	-	4	3681	0	0	0	GeneID:107992729		COORDINATES: polyA evidence [ECO:0006239]	misc_RNA	LOC107992729	protein_coding					transcript
XR_009832362.1	LOC107992729	NC_083852.1	-	4	3313	0	0	0	GeneID:107992729		COORDINATES: polyA evidence [ECO:0006239]	misc_RNA	LOC107992729	protein_coding					transcript
XM_017048773.3	LOC107992729	NC_083852.1	-	3	3771	912	0	2859	GeneID:107992729		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992729	protein_coding				XP_016904262.1	mRNA
XM_062082501.1	LOC107992825	NC_083852.1	-	5	633	633	0	0	GeneID:107992825			mRNA	LOC107992825	protein_coding				XP_061938485.1	mRNA
XM_062083788.1	LOC133667167	NC_083852.1	+	4	593	393	99	101	GeneID:133667167		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC133667167	protein_coding				XP_061939772.1	mRNA
XM_017048892.3	LOC107992813	NC_083852.1	+	3	1042	492	235	315	GeneID:107992813		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992813	protein_coding				XP_016904381.1	mRNA
XM_017048891.3	LOC107992812	NC_083852.1	-	2	9620	7383	148	2089	GeneID:107992812		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992812	protein_coding				XP_016904380.1	mRNA
XM_062083606.1	LOC107992726	NC_083852.1	-	7	4886	1680	859	2347	GeneID:107992726		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992726	protein_coding				XP_061939590.1	mRNA
XM_017048770.3	LOC107992726	NC_083852.1	-	8	5105	1899	859	2347	GeneID:107992726		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992726	protein_coding				XP_016904259.1	mRNA
XM_017048900.3	LOC114578270	NC_083852.1	+	2	4789	879	512	3398	GeneID:114578270		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC114578270	protein_coding				XP_016904389.1	mRNA
XM_062083706.1	LOC114578270	NC_083852.1	+	4	7527	609	480	6438	GeneID:114578270		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC114578270	protein_coding				XP_061939690.1	mRNA
XR_009832388.1	LOC133667169	NC_083852.1	-	2	2545	0	0	0	GeneID:133667169		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133667169	lncRNA					lnc_RNA
XR_009832384.1	LOC107992852	NC_083852.1	-	6	8052	0	0	0	GeneID:107992852			ncRNA	LOC107992852	lncRNA					lnc_RNA
XR_009832369.1	LOC107992851	NC_083852.1	+	5	8480	0	0	0	GeneID:107992851		COORDINATES: polyA evidence [ECO:0006239]	misc_RNA	LOC107992851	protein_coding					transcript
XR_009832371.1	LOC107992851	NC_083852.1	+	5	8396	0	0	0	GeneID:107992851		COORDINATES: polyA evidence [ECO:0006239]	misc_RNA	LOC107992851	protein_coding					transcript
XR_009832368.1	LOC107992851	NC_083852.1	+	5	8466	0	0	0	GeneID:107992851		COORDINATES: polyA evidence [ECO:0006239]	misc_RNA	LOC107992851	protein_coding					transcript
XR_009832373.1	LOC107992851	NC_083852.1	+	6	8306	0	0	0	GeneID:107992851		COORDINATES: polyA evidence [ECO:0006239]	misc_RNA	LOC107992851	protein_coding					transcript
XR_009832372.1	LOC107992851	NC_083852.1	+	5	8464	0	0	0	GeneID:107992851		COORDINATES: polyA evidence [ECO:0006239]	misc_RNA	LOC107992851	protein_coding					transcript
XR_009832366.1	LOC107992851	NC_083852.1	+	5	8474	0	0	0	GeneID:107992851		COORDINATES: polyA evidence [ECO:0006239]	misc_RNA	LOC107992851	protein_coding					transcript
XR_009832367.1	LOC107992851	NC_083852.1	+	5	8373	0	0	0	GeneID:107992851		COORDINATES: polyA evidence [ECO:0006239]	misc_RNA	LOC107992851	protein_coding					transcript
XR_009832376.1	LOC107992851	NC_083852.1	+	6	8281	0	0	0	GeneID:107992851		COORDINATES: polyA evidence [ECO:0006239]	misc_RNA	LOC107992851	protein_coding					transcript
XR_009832377.1	LOC107992851	NC_083852.1	+	5	8225	0	0	0	GeneID:107992851		COORDINATES: polyA evidence [ECO:0006239]	misc_RNA	LOC107992851	protein_coding					transcript
XM_062083730.1	LOC107992851	NC_083852.1	+	7	10789	528	2370	7891	GeneID:107992851		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992851	protein_coding				XP_061939714.1	mRNA
XM_062083752.1	LOC107992851	NC_083852.1	+	8	10477	528	2058	7891	GeneID:107992851		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992851	protein_coding				XP_061939736.1	mRNA
XM_062083719.1	LOC107992851	NC_083852.1	+	4	8556	528	137	7891	GeneID:107992851		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992851	protein_coding				XP_061939703.1	mRNA
XR_003696334.2	LOC114576860	NC_083852.1	-	2	1286	0	0	0	GeneID:114576860		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC114576860	lncRNA					lnc_RNA
XM_017048887.3	LOC107992810	NC_083852.1	+	8	3646	2655	228	763	GeneID:107992810		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992810	protein_coding				XP_016904376.2	mRNA
XM_017048888.3	LOC107992810	NC_083852.1	+	8	3698	2655	280	763	GeneID:107992810		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992810	protein_coding				XP_016904377.2	mRNA
XM_017048890.3	LOC107992811	NC_083852.1	+	4	768	768	0	0	GeneID:107992811			mRNA	LOC107992811	protein_coding				XP_016904379.2	mRNA
XM_017048885.3	LOC107992809	NC_083852.1	-	15	4165	3900	76	189	GeneID:107992809		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992809	protein_coding				XP_016904374.2	mRNA
XM_017048983.3	LOC107992866	NC_083852.1	+	3	3432	678	383	2371	GeneID:107992866		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992866	protein_coding				XP_016904472.1	mRNA
XM_017048984.3	LOC107992866	NC_083852.1	+	3	3378	624	383	2371	GeneID:107992866		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992866	protein_coding				XP_016904473.1	mRNA
